"Season","ActiveActive","NatureET","NatureNR","NatureSS","NatureTS"
0.000179892932898943,-0.065234678963827,-0.016573594127031,0.0577098045384756,-0.014641595938236,0.0373253136383806
0.000345227481861262,-0.0405407657728613,-0.00429835224584537,-0.0370731753527132,0.103130385753688,0.0334696299453267
0.000414301129214113,-0.0223439174295655,0.0456757080475651,-0.00718559085871897,-0.0286029316707012,-0.0477331713856684
0.000358793740409423,0.0479105370633235,0.111204176129605,0.0757785441410288,0.0833563689100489,-0.0217080905463925
0.000383666374615286,-0.0688788374122226,-0.00822898750105352,-0.00889927218732063,0.017025335057529,0.0819945409676346
0.000433874059216066,-0.0186582644256488,0.0736164262339798,-0.0121454501744637,0.0542451703198669,0.0633165676801983
0.000499724869779942,-0.0138146471967916,-0.126768017768479,-0.00959526515711927,0.042711421372599,0.055270830655143
0.000464306939863319,0.00384960901918434,0.0234164002820101,0.058258393109383,0.000504876578426697,0.0284801090694543
0.000614589696841914,0.0319036126911863,0.00682218989728137,-0.0817955710893082,0.00945370468036687,-0.0742119584269371
0.000602226910045465,-0.0112794821707651,-0.0241901586158205,-0.121443530409767,-0.0405201263992973,0.00411810774688013
0.000653658724697082,0.041873847740579,-0.0506229785193881,-0.101780840025086,0.0106152989268069,-0.0423345684325475
0.000638961697354199,-0.0124595573332388,-0.0402941649580132,-0.00455546634794168,-0.00854967794470249,0.0509117888478472
0.00080184085606801,-0.0391433297974597,0.020361273510384,0.0218250374528487,-0.00621615208167516,0.0306785864881781
0.000891115283908327,-0.107821844430799,-0.027628723897107,-0.0161837289335472,0.0702408858169741,0.0107264114426293
0.000859390957702463,-0.0334327564543372,0.0468194044035566,0.036319744201994,-0.0666719006716132,0.0136189191247315
0.000902362827837135,-0.0163208699803594,-0.0411088723701215,0.00048102782154179,-0.0577780692422316,0.0976919151701003
0.00109074913326151,-0.0334796853019173,-0.00615679951535666,0.0014881444727069,-0.0637617493772739,-0.0314865084520062
0.00103046115443376,-0.0361864812732425,-0.00137677997126602,0.0102410258915871,-0.0297015547634493,0.0227642258673473
0.00109753452521618,-0.0859387930814672,-0.0175868114997332,0.0560468419783487,0.0378543568358787,-0.0335436253825785
0.000956443871225299,-0.0347759925325403,0.0753872957282666,0.0029340101769175,0.0939025799758222,0.0698156819627079
0.000885842407128109,-0.00952749739428325,0.0159975445703065,0.0383822594044417,0.0285612067302446,0.0980480144025315
0.000876500677570034,0.00974449863455818,0.0471460990564174,-0.0814058341435475,-0.0277879132765533,0.016431504058598
0.000796776059448476,0.0052327291896755,0.0163687253276521,-0.0306410281245507,-0.00684492142606056,0.0889773309084058
0.000762897342474883,-0.00405363504535307,-0.0222813662485178,0.0277927916204036,-0.0200710746766828,0.0266351746103114
0.000652697894986939,0.110329691339983,0.011214961389728,-0.115812621590171,-0.0349459315849539,0.0177213144649112
0.000744824801517275,0.052267297537408,-0.0443762141429548,-0.0472273408670454,0.00573301737591914,-0.038585764399047
0.00085644304065687,-0.00151454733044838,0.0039362730339959,-0.0593679064249459,-0.0237712659570925,-0.013516432569079
0.000929269830034757,0.0275711641497733,-0.0177736456540813,0.0444544414024205,-0.0621873547680262,-0.0326886816517631
0.00106053241292743,-0.0481112285437962,0.0448559768680606,0.0282783713324825,0.0502277188352252,-0.0670208830642156
0.00103663686615051,-0.0870475705812022,-0.0121761059679985,-0.0748046508536931,-0.134927558216484,-0.0038451169308172
0.000908172550847309,-0.0258832851314672,-0.0203914156159063,-0.0289144642363548,-0.03823031686191,0.0432330378270794
0.000992461891480125,-0.0359978200779607,-0.0318929872330447,0.00554587647776158,0.0716097620319942,0.02987926351391
0.000991569725202493,-0.0143768486882887,-0.032330519486581,-0.0213793030334265,-0.033198797308127,0.070768179445776
0.000914294603228344,0.0336854411376707,0.048819897108761,0.0127191248033827,0.0649501149221399,0.0788927394119883
0.001018227518245,-0.020401136507705,-0.0547349480815184,0.000516884332594026,0.0169254620912404,-0.0420225112757879
0.000879294500194596,-0.013159564756603,-0.0489631806467132,0.0765534431758575,-0.0622145162932418,-0.0295871114169417
0.000861086854933373,-0.0334678859723722,-0.0148332042409642,0.00725337564083447,0.0663244468391606,0.0170039965883957
0.000754264465908196,-0.0124457202938249,0.0490267094151852,-0.0578984609902529,-0.00790659724919432,0.0178259968569161
0.000708884919768142,0.0515271173312577,-0.032594920277119,0.0820106202425644,-0.0263757514239335,0.0343934369968614
0.000686490916693734,0.0267972148981919,0.0829433536217178,0.0616542443922903,-0.005608526061631,0.0265235643788486
0.000670946485673139,-0.00714549179644702,-0.0553826091009113,-0.0513417145428773,-0.0750438063475815,0.00203755977509886
0.000665487544814869,-0.0251989392191225,0.022598784912396,0.0217119862215038,0.00464172307809608,0.0168687743292471
0.000681390503081383,-0.0106370642711459,0.0602624701077647,0.0519104609843325,-0.0424891386928085,0.113744868763493
0.000645022223518134,0.00432408848974779,0.0198979839460842,-0.048051728589381,-0.020499495846707,0.0754300524759646
0.000650457654399429,-0.0755427976825225,-0.0555999119289679,0.0271304677511804,0.0865241836763366,0.0249957055368056
0.000642087880069767,-0.00826905351009797,0.0382046148990385,0.0450997974682375,-0.0571164254582241,-0.0250243733970518
0.000595995115005525,-0.0115018399833957,-0.0434624116657124,0.030913440540395,-0.0794176794640706,-0.0228488589870202
0.00056461602984548,-0.0445152344935144,-0.00985608991890276,0.00863916090966938,-0.0632946548691425,-0.0514729012362005
0.000528832977412606,-0.065573381025238,-0.0208511605859928,0.0190557008671316,0.0285602652961523,0.00299046620092442
0.000584294628957217,-0.110279187800857,0.0781646608348015,0.0331730128086401,0.00940743930928566,-0.0142805345270713
0.000537270967049743,0.0155738419658413,-0.00457287906263247,-0.0384070177062235,-0.0382443572844769,0.00205166561274311
0.000549790628722184,0.00555159529643582,0.00857856340969264,0.053916565275228,-0.0454575613732065,0.0423467296486259
0.000482577838939075,0.000214746971463856,-0.0478624302081387,-0.0615045674873754,0.032151573498785,0.0250843277002231
0.000519914230099482,0.0268358226000227,0.00475242400100658,-0.00126569961740974,0.0626671643117399,0.0631545984537445
0.000601468782793437,0.0350510770550717,0.00438370407370752,-0.0458593074555225,0.12556346658273,0.0262056506444533
0.000598284520176987,0.0583186429426897,0.0574009222649322,0.025073472285777,0.001482638788358,0.0482353138144375
0.000609806220205467,-0.107529381085219,-0.040165154644426,0.0160985496597573,-0.009678180729673,0.0498026036090992
0.000540468960620815,0.0284110637760439,0.0078678155260136,-0.0373349291290078,-0.0369019592430905,0.00919884251768304
0.000595837947827106,0.0431558313668187,0.14514472645146,-0.0427816876249068,0.00410504168554338,0.031232961968637
