"intercept","wind_pre","lat_diff","long_diff","wind_diff"
0.412986054471276,0.901736535282244,0.063637834296394,-0.338860010644286,0.339659726651299
0.719599396721343,1.00231112638135,0.105166590881618,-0.46797877795103,0.332687664557422
1.00125019956345,0.998656348238683,0.140683473885464,-0.468479265541915,0.401325550765876
1.18209852832666,0.9683556104581,0.268414122788287,-0.553845311108379,0.457413300426874
1.33960527872662,0.948366702018236,0.204518900843839,-0.56702061605257,0.443652814817066
1.4452280682566,0.949208455852333,0.221753426285227,-0.624700404691815,0.489632239771496
1.52909033515647,0.99160416740413,0.154265701578404,-0.575224117352321,0.485105312441406
1.61176542661514,0.921403002522458,0.0854202445694201,-0.592101862059315,0.524813008624612
1.75942289740089,0.955049081540284,0.134546596768499,-0.548179258951522,0.482376071606003
1.81137467361322,0.92316707210974,0.0857226085951867,-0.510208698548265,0.445223503932461
1.87272277019559,0.958131374858124,0.0992077367786426,-0.599482374289255,0.455592551448295
1.93985279410975,0.873717854175501,0.0811408212470143,-0.564451281459167,0.422231491737713
1.99950620783193,0.887411887189138,0.060219127236879,-0.633625621361446,0.434000016118707
2.0119239800357,0.928581139640322,0.0624063679560243,-0.605831204671518,0.519297719136436
1.96182313045275,0.857898310806396,0.0630093765210303,-0.635579713372497,0.52681687676709
1.98431292192828,0.84705068533431,0.124266842626008,-0.598904759323199,0.473598990071354
2.03772919843978,0.938405539664343,0.103618130007111,-0.578213658668273,0.441290973285033
2.05913179403922,0.899188155376973,0.0349947255722541,-0.524336960312609,0.522782931491179
2.14513013443396,0.933154358002106,0.0546511881503711,-0.510783226969137,0.457745667908055
2.04886730992286,0.941578350842725,-0.0208342294411855,-0.537358279289331,0.421846972390871
2.06865707485557,0.925531884410356,-0.0272439548341876,-0.56574674910729,0.437474412571631
2.07977121682459,0.922839782226331,0.0180414073139004,-0.48752896102087,0.43939545791611
2.04641167264431,0.944383925564274,0.0336658738777014,-0.479736927842623,0.417660543322943
2.05801129951393,0.942760338546975,0.0951288261927843,-0.458056320763253,0.492751292416776
2.05886736332633,0.915476233654923,0.124596030532733,-0.449806005037946,0.484091045574261
2.10573501768316,0.837884831289977,0.0992502412914478,-0.490074345127483,0.489430097640067
2.1144930977442,0.866067506844494,0.0766484241637899,-0.617366093927417,0.431301335410581
2.24008908266713,0.892427163970734,0.0206424037585817,-0.540337817278717,0.474284391779492
2.19436684884834,0.945355577997088,0.0487740434690527,-0.513130062587479,0.471078055423165
2.20622051695865,0.96760043309065,0.0647621582123191,-0.473256629119326,0.504071248962765
2.19229415017373,0.847157403955243,0.0208370039936323,-0.530801651645742,0.503569030812567
2.20069093297977,0.907125474883908,-0.0407354962897315,-0.501900385622418,0.505539464016482
2.32134298008807,0.930005582270477,-0.0907647778010588,-0.442555528769394,0.459675388246528
2.29636957746308,0.889204995436679,-0.0732345750777232,-0.342461446767205,0.415367965994237
2.24157455666274,0.950229029024769,-0.0961315151069898,-0.431662228156546,0.46453608993508
2.21808522318402,0.918659677723804,-0.0468563078976396,-0.456550813741883,0.459846243284455
2.21964097742482,0.981248392560672,-0.0392846382792504,-0.506040385985983,0.498232847938805
2.26300599960321,0.931558692599242,0.00845573946788913,-0.44117595678617,0.523092208205382
2.342333168842,0.930315931333256,0.0132422904549706,-0.447707600499627,0.529569694011419
2.46564998446639,0.941107302565274,-0.023176470027769,-0.462528084995922,0.539056935106659
2.5617445059894,0.920818068285674,0.0197424212590782,-0.459199210581835,0.482183819969993
2.54916144024496,0.889815757750563,0.0520307825362365,-0.469662916744003,0.513230652307274
2.55930307172862,0.943311831092153,0.00879220973653247,-0.450155765487773,0.567536921933568
2.59578889964335,0.931151697582435,-0.0501017160225604,-0.416022346283647,0.469187411098246
2.57292713871071,0.914698419834267,-0.0814194961757781,-0.435489104650031,0.525254475392857
2.54664262171371,0.946614966960165,-0.0800826107117951,-0.531632642864087,0.508526325678852
2.56464988452422,0.936426580000759,-0.102543954495416,-0.513948904417783,0.428567453432542
2.56432967208126,0.994544445376461,-0.111372371445975,-0.537535136722453,0.443466880051155
2.55472241007532,0.883607483819956,-0.0239652388706281,-0.470427469939548,0.373990898946179
2.67413250433197,0.942016749344935,0.0115165402971897,-0.423367322070176,0.359721096583021
2.62433274197187,0.909774721447983,0.000132953867901525,-0.431640510258562,0.376492599693934
2.68458359335191,0.956787635388381,0.0362056724770631,-0.365755864421059,0.434416789027255
2.71777851717467,0.896047505717461,-0.0429904372828522,-0.404636082406248,0.401224095941699
2.68872807690786,0.903364029166075,-0.0895082672256559,-0.395534227380333,0.387327004788884
2.74827052077067,0.896054049473022,-0.135155103610284,-0.451185508620248,0.427321279644849
2.70925584480247,0.930197044789782,-0.164859570592536,-0.481605661069594,0.500472562476362
2.68357103438416,0.956804274483348,-0.138063965804082,-0.468111846290206,0.535414337951005
2.77081977009519,0.885343800822209,-0.121275713605074,-0.493822611030082,0.468947172405842
2.83288871404217,0.87921009218052,-0.0998229178303095,-0.490143232983354,0.4453537810965
2.7770569099234,0.906984294391205,-0.129543193480591,-0.448248248886412,0.461027202816415
2.74085353628856,0.915609687363529,-0.0595182055871401,-0.453651110133907,0.439439521251987
2.66484565776184,0.859171266699276,0.000767434267140168,-0.43256437942707,0.479660489261975
2.6596659568238,0.948740533491585,-0.0988059476609421,-0.40208416183143,0.472658227979895
2.61151184703102,0.939436915528273,-0.137405731975409,-0.43872049544879,0.455599487285524
2.67207795215971,0.887467727733276,-0.0964544660031104,-0.356584187921078,0.534651905853294
2.69427104665189,0.922157553159394,-0.142402365339699,-0.407509846071751,0.503390923636843
2.74966641087954,0.919466921011196,-0.177481788859848,-0.394364737626888,0.498294287740547
2.82479535766979,0.91343006015534,-0.205509519646072,-0.399652887421006,0.448343658348815
2.80354999271078,0.885126188893105,-0.0532747184399001,-0.482816141064246,0.405505872265052
2.81419810728476,0.89751775183066,-0.026325222508285,-0.466070475973144,0.433826621266414
